Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Location Type
Regular,FDN28,Frozen Foods,2010,Tier 1
Regular,FDW03,Meat,2010,Tier 1
Regular,FDJ21,Snack Foods,2010,Tier 1
Low Fat,FDD48,Baking Goods,2015,Tier 2
Low Fat,FDW13,Canned,2015,Tier 2
Low Fat,DRD15,Dairy,2015,Tier 2
Low Fat,FDH32,Fruits and Vegetables,2015,Tier 2
Low Fat,NCT05,Health and Hygiene,2015,Tier 2
Low Fat,NCV30,Household,2015,Tier 2
Low Fat,FDW10,Snack Foods,2020,Tier 2
Regular,FDR36,Baking Goods,2015,Tier 2
Regular,FDV22,Snack Foods,2015,Tier 2
Regular,DRA59,Soft Drinks,2020,Tier 2
Low Fat,FDI14,Canned,2017,Tier 2
Low Fat,FDT37,Canned,2017,Tier 2
Low Fat,FDX25,Canned,2017,Tier 2
Low Fat,DRH03,Dairy,2017,Tier 2
Low Fat,FDA58,Snack Foods,2017,Tier 2
Regular,FDY35,Breads,2017,Tier 2
Regular,FDH05,Frozen Foods,2017,Tier 2
Regular,FDI41,Frozen Foods,2017,Tier 2
Regular,FDO20,Fruits and Vegetables,2017,Tier 2
Regular,FDC57,Fruits and Vegetables,2017,Tier 2
Regular,FDT27,Meat,2017,Tier 2
LF,FDT34,Snack Foods,2011,Tier 3
Low Fat,FDK51,Dairy,2011,Tier 3
Low Fat,FDK04,Frozen Foods,2011,Tier 3
Low Fat,NCZ53,Health and Hygiene,2011,Tier 3
Regular,FDV04,Frozen Foods,2011,Tier 3
Regular,FDR22,Snack Foods,2011,Tier 3
Low Fat,FDO24,Baking Goods,2000,Tier 3
Low Fat,FDQ24,Baking Goods,2000,Tier 3
Low Fat,NCH29,Health and Hygiene,2000,Tier 3
Low Fat,NCW54,Household,2000,Tier 3
Low Fat,NCP30,Household,2000,Tier 3
Low Fat,FDQ46,Snack Foods,2000,Tier 3
Regular,FDY12,Baking Goods,2000,Tier 3
Low Fat,FDV38,Dairy,2022,Tier 3
Low Fat,FDJ53,Frozen Foods,2022,Tier 3
Low Fat,FDE22,Snack Foods,2022,Tier 3
Regular,FDB14,Canned,2022,Tier 3
Regular,FDU58,Snack Foods,2022,Tier 3
Regular,FDB23,Starchy Foods,2022,Tier 3
Low Fat,FDK24,Baking Goods,1998,Tier 3
Low Fat,FDW49,Canned,1998,Tier 3
Low Fat,NCW53,Health and Hygiene,1998,Tier 3
Low Fat,NCB18,Household,1998,Tier 3
Low Fat,DRD13,Soft Drinks,1998,Tier 3
Low Fat,DRF01,Soft Drinks,1998,Tier 3
Low Fat,FDN48,Baking Goods,1998,Tier 1
Regular,FDQ49,Breakfast,1998,Tier 3
Low Fat,DRG27,Dairy,2012,Tier 1
Low Fat,FDD03,Dairy,2010,Tier 1
Low Fat,NCE06,Household,1998,Tier 1
Regular,FDJ60,Baking Goods,2015,Tier 2
Low Fat,FDG52,Frozen Foods,2000,Tier 3
Low Fat,FDU59,Breads,2012,Tier 1
Low Fat,DRK39,Dairy,2012,Tier 1
Low Fat,DRL60,Soft Drinks,2012,Tier 1
Regular,FDP48,Baking Goods,2012,Tier 1
Regular,FDA35,Baking Goods,2012,Tier 1
Regular,FDQ40,Frozen Foods,2012,Tier 1
Regular,FDH44,Fruits and Vegetables,2012,Tier 1
Regular,FDJ21,Snack Foods,2012,Tier 1
Regular,FDW26,Dairy,1998,Tier 1
Regular,FDB35,Starchy Foods,1998,Tier 1
Low Fat,FDB08,Fruits and Vegetables,2010,Tier 1
Low Fat,NCY18,Household,2010,Tier 1
Low Fat,NCR38,Household,2010,Tier 1
Low Fat,FDK21,Snack Foods,2010,Tier 1
Low Fat,DRF01,Soft Drinks,2010,Tier 1
Regular,FDA02,Dairy,2010,Tier 1
Regular,FDD40,Dairy,2010,Tier 1
Regular,FDM58,Snack Foods,2010,Tier 1
reg,FDU24,Baking Goods,2010,Tier 1
Low Fat,FDS55,Fruits and Vegetables,2015,Tier 2
Low Fat,FDC45,Fruits and Vegetables,2015,Tier 2
Low Fat,FDB33,Fruits and Vegetables,2015,Tier 2
Low Fat,NCP42,Household,2015,Tier 2
Low Fat,NCL54,Household,2015,Tier 2
Low Fat,NCC07,Household,2015,Tier 2
Low Fat,FDP60,Baking Goods,2020,Tier 2
Low Fat,FDI14,Canned,2020,Tier 2
Low Fat,FDJ07,Meat,2020,Tier 2
Low Fat,DRD12,Soft Drinks,2020,Tier 2
Low Fat,DRN37,Soft Drinks,2020,Tier 2
Low Fat,DRF37,Soft Drinks,2020,Tier 2
Regular,FDX35,Breads,2015,Tier 2
Regular,FDP28,Frozen Foods,2015,Tier 2
Regular,FDJ27,Meat,2015,Tier 2
Regular,FDF10,Snack Foods,2015,Tier 2
Regular,DRC13,Soft Drinks,2015,Tier 2
Regular,FDG12,Baking Goods,2020,Tier 2
Regular,FDH50,Canned,2020,Tier 2
Regular,FDE20,Fruits and Vegetables,2020,Tier 2
Regular,FDU03,Meat,2020,Tier 2
Low Fat,FDW59,Breads,2017,Tier 2
Low Fat,FDN32,Fruits and Vegetables,2017,Tier 2
Low Fat,NCK05,Health and Hygiene,2017,Tier 2
Low Fat,NCJ18,Household,2017,Tier 2
Low Fat,NCE30,Household,2017,Tier 2
Low Fat,FDX15,Meat,2017,Tier 2
Low Fat,FDT22,Snack Foods,2017,Tier 2
Low Fat,FDR10,Snack Foods,2017,Tier 2
Low Fat,DRL49,Soft Drinks,2017,Tier 2
Regular,FDF29,Frozen Foods,2017,Tier 2
Regular,FDT56,Fruits and Vegetables,2017,Tier 2
Regular,FDN03,Meat,2017,Tier 2
Regular,FDW15,Meat,2017,Tier 2
Regular,FDU51,Meat,2017,Tier 2
Low Fat,FDQ14,Dairy,2011,Tier 3
Low Fat,DRC27,Dairy,2011,Tier 3
Low Fat,DRE03,Dairy,2011,Tier 3
Low Fat,FDD16,Frozen Foods,2011,Tier 3
Low Fat,FDT03,Meat,2011,Tier 3
Low Fat,FDG47,Starchy Foods,2011,Tier 3
Low Fat,FDG60,Baking Goods,2000,Tier 3
Low Fat,FDS37,Canned,2000,Tier 3
Low Fat,DRG03,Dairy,2000,Tier 3
Low Fat,FDB52,Dairy,2000,Tier 3
Low Fat,FDK40,Frozen Foods,2000,Tier 3
Low Fat,NCZ53,Health and Hygiene,2000,Tier 3
Low Fat,NCP41,Health and Hygiene,2000,Tier 3
Low Fat,NCY42,Household,2000,Tier 3
Low Fat,NCO43,Others,2000,Tier 3
Low Fat,FDR46,Snack Foods,2000,Tier 3
Low Fat,FDW58,Snack Foods,2000,Tier 3
Regular,FDX36,Baking Goods,2000,Tier 3
Regular,FDM01,Breakfast,2000,Tier 3
Regular,FDX38,Dairy,2000,Tier 3
Regular,FDH53,Frozen Foods,2000,Tier 3
Regular,FDZ51,Meat,2000,Tier 3
Regular,FDV57,Snack Foods,2000,Tier 3
LF,FDV59,Breads,2022,Tier 3
LF,FDT02,Dairy,2022,Tier 3
LF,DRD60,Soft Drinks,2022,Tier 3
Low Fat,FDV35,Breads,2022,Tier 3
Low Fat,FDK14,Canned,2022,Tier 3
Low Fat,DRC27,Dairy,2022,Tier 3
Low Fat,NCL53,Health and Hygiene,2022,Tier 3
Regular,FDK26,Canned,2022,Tier 3
Low Fat,FDD57,Fruits and Vegetables,1998,Tier 3
Low Fat,FDM03,Meat,1998,Tier 3
Low Fat,FDX15,Meat,1998,Tier 3
Low Fat,FDA10,Snack Foods,1998,Tier 3
Regular,FDE56,Fruits and Vegetables,1998,Tier 3
Regular,FDS31,Fruits and Vegetables,1998,Tier 3
Regular,FDW39,Meat,1998,Tier 3
Regular,FDY39,Meat,1998,Tier 3
low fat,NCQ53,Health and Hygiene,1998,Tier 3
reg,FDG35,Starchy Foods,1998,Tier 3
Low Fat,NCP18,Household,2020,Tier 2
Low Fat,FDY58,Snack Foods,2022,Tier 3
Low Fat,NCB06,Health and Hygiene,2017,Tier 2
Regular,FDB36,Baking Goods,2022,Tier 3
LF,FDR47,Breads,2011,Tier 3
Regular,FDE10,Snack Foods,2011,Tier 3
Low Fat,DRK01,Soft Drinks,2017,Tier 2
Low Fat,FDL22,Snack Foods,2010,Tier 1
Low Fat,NCD06,Household,2022,Tier 3
Low Fat,NCT54,Household,2012,Tier 1
Low Fat,FDV59,Breads,2015,Tier 2
Regular,FDY49,Canned,1998,Tier 3
Low Fat,NCS54,Household,2000,Tier 3
Low Fat,NCJ54,Household,1998,Tier 3
Low Fat,FDR60,Baking Goods,2020,Tier 2
Regular,FDJ20,Fruits and Vegetables,2012,Tier 1
Low Fat,DRM11,Hard Drinks,2000,Tier 3
Low Fat,FDK44,Fruits and Vegetables,2015,Tier 2
Low Fat,FDP10,Snack Foods,2017,Tier 2
Regular,FDG14,Canned,2020,Tier 2
Low Fat,FDA10,Snack Foods,2012,Tier 1
Low Fat,FDO34,Snack Foods,2020,Tier 2
Low Fat,FDN15,Meat,2011,Tier 3
Low Fat,NCN41,Health and Hygiene,2000,Tier 3
Low Fat,DRE27,Dairy,2010,Tier 1
Low Fat,FDU40,Frozen Foods,2011,Tier 3
Low Fat,NCS54,Household,2012,Tier 1
Low Fat,NCL55,Others,2020,Tier 2
Regular,FDJ55,Meat,2020,Tier 2
Low Fat,NCN43,Others,2011,Tier 3
Low Fat,FDZ60,Baking Goods,2012,Tier 1
Low Fat,FDS23,Breads,2012,Tier 1
Low Fat,FDK38,Canned,2012,Tier 1
Low Fat,FDR02,Dairy,2012,Tier 1
Low Fat,FDF17,Frozen Foods,2012,Tier 1
Low Fat,FDR43,Fruits and Vegetables,2012,Tier 1
Low Fat,DRL11,Hard Drinks,2012,Tier 1
Low Fat,NCS41,Health and Hygiene,2012,Tier 1
Low Fat,NCP05,Health and Hygiene,2012,Tier 1
Low Fat,NCY18,Household,2012,Tier 1
Low Fat,NCP42,Household,2012,Tier 1
Low Fat,NCP18,Household,2012,Tier 1
Low Fat,NCB18,Household,2012,Tier 1
Low Fat,NCN14,Others,2012,Tier 1
Low Fat,FDJ45,Seafood,2012,Tier 1
Low Fat,FDH22,Snack Foods,2012,Tier 1
Low Fat,FDU22,Snack Foods,2012,Tier 1
Low Fat,FDO57,Snack Foods,2012,Tier 1
Low Fat,FDQ21,Snack Foods,2012,Tier 1
Low Fat,DRG37,Soft Drinks,2012,Tier 1
Low Fat,FDB11,Starchy Foods,2012,Tier 1
Regular,FDL14,Canned,2012,Tier 1
Regular,FDQ01,Canned,2012,Tier 1
Regular,FDW26,Dairy,2012,Tier 1
Regular,FDI05,Frozen Foods,2012,Tier 1
Regular,FDE17,Frozen Foods,2012,Tier 1
Regular,FDT19,Fruits and Vegetables,2012,Tier 1
Regular,FDJ10,Snack Foods,2012,Tier 1
low fat,DRH03,Dairy,2012,Tier 1
Low Fat,DRD15,Dairy,1998,Tier 1
Low Fat,FDY32,Fruits and Vegetables,1998,Tier 1
Low Fat,NCG43,Household,1998,Tier 1
Low Fat,NCO30,Household,1998,Tier 1
Low Fat,NCQ06,Household,1998,Tier 1
Low Fat,NCV06,Household,1998,Tier 1
Low Fat,NCZ54,Household,1998,Tier 1
Low Fat,NCP50,Others,1998,Tier 1
Low Fat,FDF46,Snack Foods,1998,Tier 1
Low Fat,FDR33,Snack Foods,1998,Tier 1
Low Fat,FDS57,Snack Foods,1998,Tier 1
Low Fat,DRH01,Soft Drinks,1998,Tier 1
Regular,FDJ58,Snack Foods,1998,Tier 1
Regular,FDL57,Snack Foods,1998,Tier 1
Regular,FDT09,Snack Foods,1998,Tier 1
Regular,FDY33,Snack Foods,1998,Tier 1
low fat,FDP09,Snack Foods,1998,Tier 1
LF,FDQ12,Baking Goods,2010,Tier 1
LF,FDX43,Fruits and Vegetables,2010,Tier 1
Low Fat,FDS47,Breads,2010,Tier 1
Low Fat,FDN01,Breakfast,2010,Tier 1
Low Fat,DRG51,Dairy,2010,Tier 1
Low Fat,DRH03,Dairy,2010,Tier 1
Low Fat,FDB05,Frozen Foods,2010,Tier 1
Low Fat,FDA16,Frozen Foods,2010,Tier 1
Low Fat,FDD29,Frozen Foods,2010,Tier 1
Low Fat,FDZ19,Fruits and Vegetables,2010,Tier 1
Low Fat,FDY55,Fruits and Vegetables,2010,Tier 1
Low Fat,NCU29,Health and Hygiene,2010,Tier 1
Low Fat,NCW41,Health and Hygiene,2010,Tier 1
Low Fat,NCY17,Health and Hygiene,2010,Tier 1
Low Fat,NCC19,Household,2010,Tier 1
Low Fat,NCJ43,Household,2010,Tier 1
Low Fat,NCE19,Household,2010,Tier 1
Low Fat,NCO18,Household,2010,Tier 1
Low Fat,NCG43,Household,2010,Tier 1
Low Fat,FDT03,Meat,2010,Tier 1
Low Fat,FDW33,Snack Foods,2010,Tier 1
Low Fat,DRC12,Soft Drinks,2010,Tier 1
Regular,FDL14,Canned,2010,Tier 1
Regular,FDZ01,Canned,2010,Tier 1
Regular,FDJ14,Canned,2010,Tier 1
Regular,FDB04,Dairy,2010,Tier 1
Regular,FDA08,Fruits and Vegetables,2010,Tier 1
low fat,FDX55,Fruits and Vegetables,2010,Tier 1
LF,NCF55,Household,2015,Tier 2
LF,NCJ30,Household,2020,Tier 2
LF,FDR10,Snack Foods,2020,Tier 2
Low Fat,FDR48,Baking Goods,2015,Tier 2
Low Fat,FDL36,Baking Goods,2015,Tier 2
Low Fat,FDH27,Dairy,2015,Tier 2
Low Fat,FDI52,Frozen Foods,2015,Tier 2
Low Fat,FDD45,Fruits and Vegetables,2015,Tier 2
Low Fat,NCS53,Health and Hygiene,2015,Tier 2
Low Fat,NCA41,Health and Hygiene,2015,Tier 2
Low Fat,NCY17,Health and Hygiene,2015,Tier 2
Low Fat,NCX17,Health and Hygiene,2015,Tier 2
Low Fat,NCV54,Household,2015,Tier 2
Low Fat,NCQ06,Household,2015,Tier 2
Low Fat,NCB55,Household,2015,Tier 2
Low Fat,NCN54,Household,2015,Tier 2
Low Fat,DRE12,Soft Drinks,2015,Tier 2
Low Fat,FDR48,Baking Goods,2020,Tier 2
Low Fat,FDO12,Baking Goods,2020,Tier 2
Low Fat,FDS47,Breads,2020,Tier 2
Low Fat,FDZ27,Dairy,2020,Tier 2
Low Fat,DRE03,Dairy,2020,Tier 2
Low Fat,FDB08,Fruits and Vegetables,2020,Tier 2
Low Fat,FDB44,Fruits and Vegetables,2020,Tier 2
Low Fat,FDE57,Fruits and Vegetables,2020,Tier 2
Low Fat,FDN20,Fruits and Vegetables,2020,Tier 2
Low Fat,NCD19,Household,2020,Tier 2
Low Fat,NCG55,Household,2020,Tier 2
Low Fat,NCO54,Household,2020,Tier 2
Low Fat,FDE46,Snack Foods,2020,Tier 2
Regular,FDR37,Breakfast,2015,Tier 2
Regular,FDA25,Canned,2015,Tier 2
Regular,FDU50,Dairy,2015,Tier 2
Regular,FDT19,Fruits and Vegetables,2015,Tier 2
Regular,FDX32,Fruits and Vegetables,2015,Tier 2
Regular,FDU51,Meat,2015,Tier 2
Regular,FDG46,Snack Foods,2015,Tier 2
Regular,FDM12,Baking Goods,2020,Tier 2
Regular,FDW38,Dairy,2020,Tier 2
Regular,FDZ14,Dairy,2020,Tier 2
Regular,FDS19,Fruits and Vegetables,2020,Tier 2
Regular,FDP03,Meat,2020,Tier 2
Regular,FDR51,Meat,2020,Tier 2
Regular,FDR03,Meat,2020,Tier 2
Regular,FDO46,Snack Foods,2020,Tier 2
Regular,FDV22,Snack Foods,2020,Tier 2
low fat,FDU35,Breads,2015,Tier 2
Low Fat,FDV49,Canned,2017,Tier 2
Low Fat,FDA13,Canned,2017,Tier 2
Low Fat,FDJ52,Frozen Foods,2017,Tier 2
Low Fat,FDT04,Frozen Foods,2017,Tier 2
Low Fat,NCZ41,Health and Hygiene,2017,Tier 2
Low Fat,NCJ30,Household,2017,Tier 2
Low Fat,NCN54,Household,2017,Tier 2
Low Fat,NCD54,Household,2017,Tier 2
Low Fat,NCP50,Others,2017,Tier 2
Low Fat,FDQ09,Snack Foods,2017,Tier 2
Low Fat,FDI22,Snack Foods,2017,Tier 2
Low Fat,DRD12,Soft Drinks,2017,Tier 2
Low Fat,DRL60,Soft Drinks,2017,Tier 2
Low Fat,DRD13,Soft Drinks,2017,Tier 2
Regular,FDI48,Baking Goods,2017,Tier 2
Regular,FDZ49,Canned,2017,Tier 2
Regular,FDJ02,Canned,2017,Tier 2
Regular,FDJ15,Dairy,2017,Tier 2
Regular,FDO52,Frozen Foods,2017,Tier 2
Regular,FDU58,Snack Foods,2017,Tier 2
Regular,FDN46,Snack Foods,2017,Tier 2
Regular,FDO46,Snack Foods,2017,Tier 2
Regular,FDI34,Snack Foods,2017,Tier 2
Regular,FDG22,Snack Foods,2017,Tier 2
Regular,DRC13,Soft Drinks,2017,Tier 2
Low Fat,FDB17,Frozen Foods,2011,Tier 3
Low Fat,FDZ44,Fruits and Vegetables,2011,Tier 3
Low Fat,DRK35,Hard Drinks,2011,Tier 3
Low Fat,NCP29,Health and Hygiene,2011,Tier 3
Low Fat,NCZ29,Health and Hygiene,2011,Tier 3
Low Fat,NCS30,Household,2011,Tier 3
Low Fat,NCA42,Household,2011,Tier 3
Low Fat,NCH55,Household,2011,Tier 3
Low Fat,FDT58,Snack Foods,2011,Tier 3
Low Fat,FDZ45,Snack Foods,2011,Tier 3
Low Fat,FDO57,Snack Foods,2011,Tier 3
Regular,FDT12,Baking Goods,2011,Tier 3
Regular,FDW12,Baking Goods,2011,Tier 3
Regular,FDF26,Canned,2011,Tier 3
Regular,FDV37,Canned,2011,Tier 3
Regular,FDW38,Dairy,2011,Tier 3
Regular,FDS04,Frozen Foods,2011,Tier 3
Regular,FDO22,Snack Foods,2011,Tier 3
Regular,FDJ58,Snack Foods,2011,Tier 3
low fat,FDW13,Canned,2011,Tier 3
Low Fat,FDH48,Baking Goods,2000,Tier 3
Low Fat,FDO37,Breakfast,2000,Tier 3
Low Fat,FDD14,Canned,2000,Tier 3
Low Fat,FDV38,Dairy,2000,Tier 3
Low Fat,FDC41,Frozen Foods,2000,Tier 3
Low Fat,FDE57,Fruits and Vegetables,2000,Tier 3
Low Fat,FDS07,Fruits and Vegetables,2000,Tier 3
Low Fat,NCJ30,Household,2000,Tier 3
Low Fat,NCI06,Household,2000,Tier 3
Low Fat,FDO34,Snack Foods,2000,Tier 3
Low Fat,FDE46,Snack Foods,2000,Tier 3
Low Fat,DRH37,Soft Drinks,2000,Tier 3
Regular,FDH02,Canned,2000,Tier 3
Regular,FDC51,Dairy,2000,Tier 3
Regular,FDT07,Fruits and Vegetables,2000,Tier 3
Regular,FDJ44,Fruits and Vegetables,2000,Tier 3
Regular,FDO22,Snack Foods,2000,Tier 3
reg,FDI10,Snack Foods,2000,Tier 3
LF,FDF04,Frozen Foods,2022,Tier 3
LF,FDD11,Starchy Foods,2022,Tier 3
Low Fat,FDN12,Baking Goods,2022,Tier 3
Low Fat,FDD14,Canned,2022,Tier 3
Low Fat,FDQ52,Frozen Foods,2022,Tier 3
Low Fat,FDJ08,Fruits and Vegetables,2022,Tier 3
Low Fat,FDY19,Fruits and Vegetables,2022,Tier 3
Low Fat,DRM11,Hard Drinks,2022,Tier 3
Low Fat,NCP41,Health and Hygiene,2022,Tier 3
Low Fat,NCP17,Health and Hygiene,2022,Tier 3
Low Fat,NCS38,Household,2022,Tier 3
Low Fat,DRJ25,Soft Drinks,2022,Tier 3
Regular,FDY26,Dairy,2022,Tier 3
Regular,FDV20,Fruits and Vegetables,2022,Tier 3
Regular,FDV57,Snack Foods,2022,Tier 3
Low Fat,FDP11,Breads,1998,Tier 3
Low Fat,FDR23,Breads,1998,Tier 3
Low Fat,FDB27,Dairy,1998,Tier 3
Low Fat,FDK51,Dairy,1998,Tier 3
Low Fat,FDK28,Frozen Foods,1998,Tier 3
Low Fat,FDK52,Frozen Foods,1998,Tier 3
Low Fat,FDU52,Frozen Foods,1998,Tier 3
Low Fat,NCK05,Health and Hygiene,1998,Tier 3
Low Fat,NCA06,Household,1998,Tier 3
Low Fat,NCE06,Household,1998,Tier 3
Low Fat,NCG07,Household,1998,Tier 3
Low Fat,NCH54,Household,1998,Tier 3
Low Fat,NCT18,Household,1998,Tier 3
Low Fat,NCZ06,Household,1998,Tier 3
Low Fat,NCL07,Others,1998,Tier 3
Regular,FDF24,Baking Goods,1998,Tier 3
Regular,FDF26,Canned,1998,Tier 3
Regular,FDR40,Frozen Foods,1998,Tier 3
Regular,FDW16,Frozen Foods,1998,Tier 3
Regular,FDY04,Frozen Foods,1998,Tier 3
Regular,FDO31,Fruits and Vegetables,1998,Tier 3
Regular,FDF34,Snack Foods,1998,Tier 3
Regular,DRC36,Soft Drinks,1998,Tier 3
low fat,FDW24,Baking Goods,1998,Tier 3
low fat,FDQ23,Breads,1998,Tier 3
low fat,NCS05,Health and Hygiene,1998,Tier 3
reg,FDT26,Dairy,1998,Tier 3
Low Fat,NCD19,Household,2000,Tier 3
Low Fat,FDB34,Snack Foods,1998,Tier 3
Low Fat,DRK35,Hard Drinks,2012,Tier 1
Regular,FDB56,Fruits and Vegetables,2017,Tier 2
Low Fat,FDP09,Snack Foods,2022,Tier 3
Low Fat,FDG02,Canned,2022,Tier 3
Regular,FDM15,Meat,2000,Tier 3
Regular,FDO08,Fruits and Vegetables,1998,Tier 1
Low Fat,FDT43,Fruits and Vegetables,2022,Tier 3
Low Fat,FDI24,Baking Goods,1998,Tier 3
Regular,FDS46,Snack Foods,1998,Tier 1
Regular,FDG28,Frozen Foods,2020,Tier 2
Low Fat,FDG24,Baking Goods,2000,Tier 3
Low Fat,FDQ56,Fruits and Vegetables,2000,Tier 3
Low Fat,FDX23,Baking Goods,2010,Tier 1
Regular,FDR44,Fruits and Vegetables,2010,Tier 1
Regular,FDU01,Canned,2010,Tier 1
Regular,FDP59,Breads,2015,Tier 2
Low Fat,NCV17,Health and Hygiene,2020,Tier 2
Low Fat,FDZ15,Dairy,2010,Tier 1
Low Fat,FDA36,Baking Goods,2015,Tier 2
Low Fat,FDV51,Meat,2011,Tier 3
Low Fat,NCT41,Health and Hygiene,1998,Tier 1
Low Fat,NCK54,Household,2020,Tier 2
Low Fat,FDE16,Frozen Foods,2012,Tier 1
LF,FDE53,Frozen Foods,1998,Tier 3
Low Fat,NCL19,Others,2017,Tier 2
Regular,FDT32,Fruits and Vegetables,1998,Tier 3
Low Fat,FDC46,Snack Foods,1998,Tier 3
Low Fat,FDS10,Snack Foods,1998,Tier 3
Low Fat,FDC04,Dairy,1998,Tier 3
Low Fat,NCJ30,Household,2022,Tier 3
Regular,FDQ15,Meat,1998,Tier 3
Regular,FDV01,Canned,1998,Tier 3
Regular,FDJ57,Seafood,2017,Tier 2
Low Fat,NCE31,Household,2010,Tier 1
Low Fat,FDV07,Fruits and Vegetables,2020,Tier 2
Low Fat,FDD04,Dairy,2015,Tier 2
LF,NCC18,Household,2012,Tier 1
LF,NCL31,Others,2012,Tier 1
LF,FDA33,Snack Foods,2012,Tier 1
Low Fat,FDT59,Breads,2012,Tier 1
Low Fat,FDE26,Canned,2012,Tier 1
Low Fat,FDB50,Canned,2012,Tier 1
Low Fat,FDC17,Frozen Foods,2012,Tier 1
Low Fat,FDM44,Fruits and Vegetables,2012,Tier 1
Low Fat,DRI11,Hard Drinks,2012,Tier 1
Low Fat,DRL47,Hard Drinks,2012,Tier 1
Low Fat,NCB30,Household,2012,Tier 1
Low Fat,NCI18,Household,2012,Tier 1
Low Fat,NCP06,Household,2012,Tier 1
Low Fat,NCO02,Others,2012,Tier 1
Low Fat,DRE37,Soft Drinks,2012,Tier 1
Low Fat,DRD24,Soft Drinks,2012,Tier 1
Low Fat,DRL37,Soft Drinks,2012,Tier 1
Regular,FDJ12,Baking Goods,2012,Tier 1
Regular,FDX11,Baking Goods,2012,Tier 1
Regular,FDJ60,Baking Goods,2012,Tier 1
Regular,FDB37,Baking Goods,2012,Tier 1
Regular,FDC51,Dairy,2012,Tier 1
Regular,FDY15,Dairy,2012,Tier 1
Regular,FDV04,Frozen Foods,2012,Tier 1
Regular,FDB56,Fruits and Vegetables,2012,Tier 1
Regular,FDY20,Fruits and Vegetables,2012,Tier 1
Regular,FDK32,Fruits and Vegetables,2012,Tier 1
Regular,FDP44,Fruits and Vegetables,2012,Tier 1
Regular,FDS32,Fruits and Vegetables,2012,Tier 1
Regular,FDG09,Fruits and Vegetables,2012,Tier 1
Regular,FDW51,Meat,2012,Tier 1
Regular,FDK58,Snack Foods,2012,Tier 1
Regular,FDA09,Snack Foods,2012,Tier 1
Regular,FDM58,Snack Foods,2012,Tier 1
Regular,DRM49,Soft Drinks,2012,Tier 1
Regular,DRA59,Soft Drinks,2012,Tier 1
Regular,FDD47,Starchy Foods,2012,Tier 1
reg,FDC03,Dairy,2012,Tier 1
reg,FDU31,Fruits and Vegetables,2012,Tier 1
LF,FDX24,Baking Goods,1998,Tier 1
Low Fat,DRG27,Dairy,1998,Tier 1
Low Fat,FDF16,Frozen Foods,1998,Tier 1
Low Fat,FDH08,Fruits and Vegetables,1998,Tier 1
Low Fat,FDR08,Fruits and Vegetables,1998,Tier 1
Low Fat,FDU07,Fruits and Vegetables,1998,Tier 1
Low Fat,FDU32,Fruits and Vegetables,1998,Tier 1
Low Fat,NCT53,Health and Hygiene,1998,Tier 1
Low Fat,NCB19,Household,1998,Tier 1
Low Fat,FDK43,Meat,1998,Tier 1
Low Fat,NCL55,Others,1998,Tier 1
Low Fat,FDK33,Snack Foods,1998,Tier 1
Low Fat,FDX09,Snack Foods,1998,Tier 1
Low Fat,FDZ22,Snack Foods,1998,Tier 1
Regular,FDY38,Dairy,1998,Tier 1
Regular,FDE28,Frozen Foods,1998,Tier 1
Regular,FDP40,Frozen Foods,1998,Tier 1
Regular,FDY39,Meat,1998,Tier 1
Regular,FDQ45,Snack Foods,1998,Tier 1
Regular,FDE11,Starchy Foods,1998,Tier 1
low fat,FDD51,Dairy,1998,Tier 1
LF,FDJ41,Frozen Foods,2010,Tier 1
Low Fat,FDP60,Baking Goods,2010,Tier 1
Low Fat,FDZ48,Baking Goods,2010,Tier 1
Low Fat,FDU59,Breads,2010,Tier 1
Low Fat,FDC50,Canned,2010,Tier 1
Low Fat,DRF03,Dairy,2010,Tier 1
Low Fat,FDT28,Frozen Foods,2010,Tier 1
Low Fat,DRN11,Hard Drinks,2010,Tier 1
Low Fat,NCI29,Health and Hygiene,2010,Tier 1
Low Fat,NCA53,Health and Hygiene,2010,Tier 1
Low Fat,NCT41,Health and Hygiene,2010,Tier 1
Low Fat,NCM53,Health and Hygiene,2010,Tier 1
Low Fat,NCM30,Household,2010,Tier 1
Low Fat,NCN43,Others,2010,Tier 1
Low Fat,NCP43,Others,2010,Tier 1
Low Fat,FDA33,Snack Foods,2010,Tier 1
Low Fat,FDP57,Snack Foods,2010,Tier 1
Low Fat,FDE46,Snack Foods,2010,Tier 1
Low Fat,FDA22,Starchy Foods,2010,Tier 1
Regular,FDW40,Frozen Foods,2010,Tier 1
Regular,FDH05,Frozen Foods,2010,Tier 1
Regular,FDW16,Frozen Foods,2010,Tier 1
Regular,FDT07,Fruits and Vegetables,2010,Tier 1
Regular,FDC33,Fruits and Vegetables,2010,Tier 1
Regular,FDO39,Meat,2010,Tier 1
Regular,FDI21,Snack Foods,2010,Tier 1
Regular,FDW09,Snack Foods,2010,Tier 1
Regular,FDN58,Snack Foods,2010,Tier 1
LF,FDA23,Baking Goods,2020,Tier 2
LF,FDR02,Dairy,2020,Tier 2
Low Fat,FDT36,Baking Goods,2015,Tier 2
Low Fat,FDQ12,Baking Goods,2015,Tier 2
Low Fat,FDS23,Breads,2015,Tier 2
Low Fat,FDS35,Breads,2015,Tier 2
Low Fat,FDX59,Breads,2015,Tier 2
Low Fat,FDF14,Canned,2015,Tier 2
